名称（研发填写，产品重点校对，中文）,英文名称,平台界面是否显示,参数设置项,描述(备注/解释语，中文),英文描述(备注/解释语), 分组KEY,中文分组名称,英文分组名称,硬件版本,固件版本,型号,表格备注（非字段）,特殊解析 (变长协议等),下发是否响应,IPSO响应通道,IPSO通道,IPSO类型,IPSO起始字节,IPSO结束字节,IPSO起始bit,IPSO结束bit,"IPSO数据
类型",IPSO解析辅助字段类型,IPSO解析映射,IPSO固定值,异常值,"元素类型
（数组内元素类型）",枚举（产品校对文案）,英文枚举,默认值,自定义默认值,"最小值
(number)","最大值
(number)",设备限制范围,"精度
(有效小数位)",系数,单位名称（英文缩写）,"大小端
（string默认大端，其余默认小端）",输入长度限制（string）,字符编码（string）,类型,"读写
类型",事件类型,服务类型,IPSO标识,物模型版本,物模型属性标识,物模型数据类型,"长度下限
(string)","长度上限
(string)","数组长度
(最大)",关联项(物模型属性标识),输入参数（服务）,输出参数（事件&服务）,"必填
(入参)",云生态备注,忽略该行,平台自定义
设备掉线设置,Device Offline Settings,否,,,,external_data_src_timeout_cfg,外部数据源超时配置,External Data Source Timeout Cfg,,>=1.5,,,,,,0xA7,,0,1,,,uint8,impl,external_data_src_timeout_cfg：0x01,,,,"0：保持控制
1：关闭控制
2：切换内部温度","0: Keep Control
1: Turn Off The Control
2: Switch The Embedded Temperature",0,,,,"[0,2]",,,,,,,属性,读写,,,,v1.1,external_data_src_timeout_cfg.timeout_response,enum,,,,,,,,,,TRUE
系统开关控制,System On/Off,是,,,,general_settings.system,常用设置,General Settings,,,,,,,,0x67,,0,1,,,uint8,,,,,,"0：关
1：开","0：Off
1：On",0,,,,"[0,1]",,,,,,,属性,读写,,,,,system_status,enum,,,,,,,,,,TRUE
模式启用,Mode Enable,是,,,,general_settings.temperature_control_settings,温控设置,Temperature Control Settings,,,,,,,,0x64,,0,1,,,uint8,,,,,,"7：通风、制热、制冷
3：通风、制热
5：通风、制冷","7：Ventilation、Heat、Cool
3：Ventilation、Heat
5：Ventilation、Cool",7,,,,"[0,255]",,,,,,,属性,读写,,,,,mode_enable,enum,,,,,,,,,,TRUE
温控模式,Temperature Control Mode,是,,仅可选择【模式启用】中启用的模式,Only modes enabled in [Mode Enable] can be selected,general_settings.temperature_control_settings,温控设置,Temperature Control Settings,,,,,,,,0x68,,0,1,,,uint8,,,,,,"0：通风
1：制热
2：制冷","0：Ventilation
1：Heat
2：Cool",1,,,,"[0,2]",,,,,,,属性,读写,,,,,temperature_control_mode,enum,,,,,,,,,,TRUE
目标温度分辨率,Target Temperature Resolution,是,,,,general_settings.temperature_control_settings.target_temperature_settings,目标温度设置,Target Temperature Settings,,,,,,,,0x69,,0,1,,,uint8,,,,,,"0：0.5
1：1","0：0.5
1：1",0,,,,"[0,1]",,,,,,,属性,读写,,,,,target_temperature_resolution,enum,,,,,,,,,,TRUE
制热目标温度,Heating Target Temperature,是,,,,general_settings.temperature_control_settings.target_temperature_settings,目标温度设置,Target Temperature Settings,,,,,,,,0x6b,,0,2,,,int16,,,,,,,,17,,5,35,"[500,3500]",2,0.01,℃,,,,属性,读写,,,,,heating_target_temperature,float,,,,,,,,,,TRUE
制冷目标温度,CoolingTarget Temperature,是,,,,general_settings.temperature_control_settings.target_temperature_settings,目标温度设置,Target Temperature Settings,,,,,,,,0x6c,,0,2,,,int16,,,,,,,,28,,5,35,"[500,3500]",2,0.01,℃,,,,属性,读写,,,,,cooling_target_temperature,float,,,,,,,,,,TRUE
目标温度允差,Target Temperature Tolerance,是,,,,general_settings.temperature_control_settings.target_temperature_settings,目标温度设置,Target Temperature Settings,,,,,,,,0x6a,,0,2,,,int16,,,,,,,,1,,0.1,5,"[10,500]",2,0.01,℃,,,,属性,读写,,,,,target_temperature_tolerance,float,,,,,,,,,,TRUE
制热目标温度调节范围,Heating Target Temperature Regulation Range,是,,,,general_settings.temperature_control_settings.target_temperature_settings.heating_target_temp_range,制热目标温度范围,Heating Target Temp. Range,,>=1.5,"WT303,
WT303-BK,
WT304,
WT304-BK,
WT303-FLAT-FL",,,,,0x6d,,0,4,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,heating_target_temperature_range,struct,,,,,,,,,,TRUE
下限值,Min Value,是,,,,general_settings.temperature_control_settings.target_temperature_settings.heating_target_temp_range,制热目标温度范围,Heating Target Temp. Range,,>=1.5,"WT303,
WT303-BK,
WT304,
WT304-BK,
WT303-FLAT-FL",,,,,0x6d,,0,2,,,int16,,,,,,,,10,,5,35,"[500,3500]",2,0.01,℃,,,,属性,读写,,,,v1.1,heating_target_temperature_range.min,float,,,,,,,,,,TRUE
上限值,Max Value,是,,,,general_settings.temperature_control_settings.target_temperature_settings.heating_target_temp_range,制热目标温度范围,Heating Target Temp. Range,,>=1.5,"WT303,
WT303-BK,
WT304,
WT304-BK,
WT303-FLAT-FL",,,,,0x6d,,2,4,,,int16,,,,,,,,19,,5,35,"[500,3500]",2,0.01,℃,,,,属性,读写,,,,v1.1,heating_target_temperature_range.max,float,,,,,,,,,,TRUE
制冷目标温度调节范围,Cooling Target Temperature Regulation Range,是,,,,general_settings.temperature_control_settings.target_temperature_settings.cooling_target_temp_range,制冷目标温度范围,Cooling Target Temp. Range,,>=1.5,"WT303,
WT303-BK,
WT304,
WT304-BK,
WT303-FLAT-FL",,,,,0x6e,,0,4,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,cooling_target_temperature_range,struct,,,,,,,,,,TRUE
下限值,Min Value,是,,,,general_settings.temperature_control_settings.target_temperature_settings.cooling_target_temp_range,制冷目标温度范围,Cooling Target Temp. Range,,>=1.5,"WT303,
WT303-BK,
WT304,
WT304-BK,
WT303-FLAT-FL",,,,,0x6e,,0,2,,,int16,,,,,,,,23,,5,35,"[500,3500]",2,0.01,℃,,,,属性,读写,,,,v1.1,cooling_target_temperature_range.min,float,,,,,,,,,,TRUE
上限值,Max Value,是,,,,general_settings.temperature_control_settings.target_temperature_settings.cooling_target_temp_range,制冷目标温度范围,Cooling Target Temp. Range,,>=1.5,"WT303,
WT303-BK,
WT304,
WT304-BK,
WT303-FLAT-FL",,,,,0x6e,,2,4,,,int16,,,,,,,,35,,5,35,"[500,3500]",2,0.01,℃,,,,属性,读写,,,,v1.1,cooling_target_temperature_range.max,float,,,,,,,,,,TRUE
制热目标温度调节范围,Heating Target Temperature Regulation Range,是,,,,general_settings.temperature_control_settings.target_temperature_settings.heating_target_temp_range,制热目标温度范围,Heating Target Temp. Range,,>=1.5,"WT303-ZH,
WT303-ZG,
WT304-ZH,
WT304-ZG",,,,,0x6d,,0,4,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,heating_target_temperature_range,struct,,,,,,,,,,FALSE
下限值,Min Value,是,,,,general_settings.temperature_control_settings.target_temperature_settings.heating_target_temp_range,制热目标温度范围,Heating Target Temp. Range,,>=1.5,"WT303-ZH,
WT303-ZG,
WT304-ZH,
WT304-ZG",,,,,0x6d,,0,2,,,int16,,,,,,,,5,,5,35,"[500,3500]",2,0.01,℃,,,,属性,读写,,,,v1.1,heating_target_temperature_range.min,float,,,,,,,,,,FALSE
上限值,Max Value,是,,,,general_settings.temperature_control_settings.target_temperature_settings.heating_target_temp_range,制热目标温度范围,Heating Target Temp. Range,,>=1.5,"WT303-ZH,
WT303-ZG,
WT304-ZH,
WT304-ZG",,,,,0x6d,,2,4,,,int16,,,,,,,,35,,5,35,"[500,3500]",2,0.01,℃,,,,属性,读写,,,,v1.1,heating_target_temperature_range.max,float,,,,,,,,,,FALSE
制冷目标温度调节范围,Cooling Target Temperature Regulation Range,是,,,,general_settings.temperature_control_settings.target_temperature_settings.cooling_target_temp_range,制冷目标温度范围,Cooling Target Temp. Range,,>=1.5,"WT303-ZH,
WT303-ZG,
WT304-ZH,
WT304-ZG",,,,,0x6e,,0,4,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,cooling_target_temperature_range,struct,,,,,,,,,,FALSE
下限值,Min Value,是,,,,general_settings.temperature_control_settings.target_temperature_settings.cooling_target_temp_range,制冷目标温度范围,Cooling Target Temp. Range,,>=1.5,"WT303-ZH,
WT303-ZG,
WT304-ZH,
WT304-ZG",,,,,0x6e,,0,2,,,int16,,,,,,,,5,,5,35,"[500,3500]",2,0.01,℃,,,,属性,读写,,,,v1.1,cooling_target_temperature_range.min,float,,,,,,,,,,FALSE
上限值,Max Value,是,,,,general_settings.temperature_control_settings.target_temperature_settings.cooling_target_temp_range,制冷目标温度范围,Cooling Target Temp. Range,,>=1.5,"WT303-ZH,
WT303-ZG,
WT304-ZH,
WT304-ZG",,,,,0x6e,,2,4,,,int16,,,,,,,,35,,5,35,"[500,3500]",2,0.01,℃,,,,属性,读写,,,,v1.1,cooling_target_temperature_range.max,float,,,,,,,,,,FALSE
目标湿度调节范围,Target Humidity Regulation Range,是,,,,general_settings.humidity_range,目标湿度范围,Target Humidity Range,,,,,,,,0x70,,0,4,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,,target_humidity_range,struct,,,,,,,,,,TRUE
下限值,Min Value,是,,,,general_settings.humidity_range,目标湿度范围,Target Humidity Range,,,,,,,,0x70,,0,2,,,uint16,,,,,,,,40,,0,100,"[0,1000]",1,0.1,%,,,,属性,读写,,,,,target_humidity_range.min,float,,,,,,,,,,TRUE
上限值,Max Value,是,,,,general_settings.humidity_range,目标湿度范围,Target Humidity Range,,,,,,,,0x70,,2,4,,,uint16,,,,,,,,80,,0,100,"[0,1000]",1,0.1,%,,,,属性,读写,,,,,target_humidity_range.max,float,,,,,,,,,,TRUE
控温除湿设置,Temp. Control and Dehumidify Settings,是,,,,general_settings.humidity_range,目标湿度范围,Target Humidity Range,,,,,,,,0x6f,,0,3,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,,temperature_control_dehumidification,struct,,,,,,,,,,TRUE
控温除湿,Temp. Control and Dehumidify,是,,,,general_settings.humidity_range,目标湿度范围,Target Humidity Range,,,,,,,,0x6f,,0,1,,,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,temperature_control_dehumidification.enable,bool,,,,,,,,,,TRUE
除湿温度允差,"Temp. Tolerance for Dehumidification
",是,,当达到目标温度后，当达到目标温度后，若环境过湿，系统还会继续工作到除湿允差内或目标湿度范围内,"If the environment remains excessively humid after reaching the target temperature, the system will continue operating until the humidity level falls within the target range or fits the humidity tolerance.",general_settings.humidity_range,目标湿度范围,Target Humidity Range,,,,,,,,0x6f,,1,3,,,int16,,,,,,,,1,,0.1,5,"[10,500]",2,0.01,℃,,,,属性,读写,,,,,temperature_control_dehumidification.temperature_tolerance,float,,,,,,,,,,TRUE
控温除湿配置,Temp Control and Dehumidify Configuration,否,,,,fan_delay_close_cfg,风扇延迟关闭配置,Fan Delay Close Cfg,,>=1.5,,,,,,0x71,,0,0,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,temp_ctl_dehumi_cfg,struct,,,,,,,,,,TRUE
子命令,Sub-command,否,,,,fan_delay_close_cfg,风扇延迟关闭配置,Fan Delay Close Cfg,,>=1.5,,,,,,0x71,,0,1,,,uint8,type,temp_ctl_dehumi_cfg,,,,,,0,,,,,,,,,,,属性,读写,,,,v1.1,temp_ctl_dehumi_cfg.cmd,enum,,,,,,,,,,TRUE
控温除湿使能,Temp Control and Dehumidify Enable,否,,,,fan_delay_close_cfg,风扇延迟关闭配置,Fan Delay Close Cfg,,>=1.5,,,,,,0x71,,0,1,,,uint8,impl,temp_ctl_dehumi_cfg：0x00,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,temp_ctl_dehumi_cfg.enable,bool,,,,,,,,,,TRUE
控温除湿允差,Temp Control and Dehumidify Enable Tolerance,否,,,,fan_delay_close_cfg,风扇延迟关闭配置,Fan Delay Close Cfg,,>=1.5,,,,,,0x71,,0,2,,,uint16,impl,temp_ctl_dehumi_cfg：0x01,,,,,,1,,0.1,5,"[10,500]",2,0.01,℃,,,,属性,读写,,,,v1.1,temp_ctl_dehumi_cfg.temperature_tolerance,float,,,,,,,,,,TRUE
风扇模式,Fan Mode,是,,,,general_settings.fan_settings,风扇设置,Fan Settings,,,,,,,,0x72,,0,1,,,uint8,,,,,,"0：自动
1：低速
2：中速
3：高速","0：Auto
1：Low
2:Medium
3:High",0,,,,"[0,3]",,,,,,,属性,读写,,,,,fan_control_mode,enum,,,,,,,,,,TRUE
风扇延迟,Fan Delay,是,,,,general_settings.fan_settings,风扇设置,Fan Settings,,,,,,,,0x74,,0,3,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,,fan_delay_close,struct,,,,,,,,,,TRUE
风扇延迟,Fan Delay Enable,是,,,,general_settings.fan_settings,风扇设置,Fan Settings,,,,,,,,0x74,,0,1,,,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,fan_delay_close.enable,bool,,,,,,,,,,TRUE
延迟关闭时间,The Duration of Delay,是,,在制冷或制热达到目标温度后，风扇将继续运行一段时间。,"When cooling/heating hits the target temperature, the fan will keep operating for some time",general_settings.fan_settings,风扇设置,Fan Settings,,,,,,,,0x74,,1,3,,,uint16,,,,,,,,60,,30,3600,"[30,3600]",,,s,,,,属性,读写,,,,,fan_delay_close.time,int,,,,,,,,,,TRUE
风扇延迟关闭配置,Fan Delay Close Configuration,否,,,,fan_delay_close_cfg,风扇延迟关闭配置,Fan Delay Close Cfg,,>=1.5,,,,,,0x7f,,0,0,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,fan_delay_close_cfg,struct,,,,,,,,,,TRUE
子命令,Sub-command,否,,,,fan_delay_close_cfg,风扇延迟关闭配置,Fan Delay Close Cfg,,>=1.5,,,,,,0x7f,,0,1,,,uint8,type,fan_delay_close_cfg,,,,,,0,,,,,,,,,,,属性,读写,,,,v1.1,fan_delay_close_cfg.cmd,enum,,,,,,,,,,TRUE
风扇延迟关闭使能,Fan Delay Close Enable,否,,,,fan_delay_close_cfg,风扇延迟关闭配置,Fan Delay Close Cfg,,>=1.5,,,,,,0x7f,,0,1,,,uint8,impl,fan_delay_close_cfg：0x00,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,v1.1,fan_delay_close_cfg.enable,bool,,,,,,,,,,TRUE
风扇延迟关闭超时时间,Fan Delay Close Timeout Time,否,,,,fan_delay_close_cfg,风扇延迟关闭配置,Fan Delay Close Cfg,,>=1.5,,,,,,0x7f,,0,2,,,uint16,impl,fan_delay_close_cfg：0x01,,,,,,60,,30,3600,"[30,3600]",,,s,,,,属性,读写,,,,v1.1,fan_delay_close_cfg.timeout_time,int,,,,,,,,,,TRUE
自动风扇等级切换设置,Auto Fan Speed Control Delta Settings,是,,,,general_settings.fan_settings.auto_fan_speed_setting,自动风速设置,Auto Fan Speed Setting,,,,,,,,0x73,,0,4,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,,fan_auto_mode_temperature_range,struct,,,,,,,,,,TRUE
ΔT1,ΔT1,是,,当触发温度控制时，环境温度与温控触发温度差值小于ΔT1时则开启低速风扇；当介于ΔT1与ΔT2之间时，则开启中速风扇,"Temperature control and fan are activated. If the difference between the ambient temperature and the temperature control start point is less than ΔT1, low fan is activated.
If the difference is between ΔT1 and ΔT2, medium fan is activated.",general_settings.fan_settings.auto_fan_speed_setting,自动风速设置,Auto Fan Speed Setting,,,,,,,,0x73,,0,2,,,int16,,,,,,,,3,,1,15,"[100,1500]",2,0.01,℃,,,,属性,读写,,,,,fan_auto_mode_temperature_range.speed_range_1,float,,,,,,,,,,TRUE
ΔT2,ΔT2,是,,当触发温度控制时，环境温度与温控触发温度差值大于ΔT2时，则开启高速风扇,"Temperature control and fan are activated. If the difference is greater than ΔT2, high fan is activated.",general_settings.fan_settings.auto_fan_speed_setting,自动风速设置,Auto Fan Speed Setting,,,,,,,,0x73,,2,4,,,int16,,,,,,,,5,,1,15,"[100,1500]",2,0.01,℃,,,,属性,读写,,,,,fan_auto_mode_temperature_range.speed_range_2,float,,,,,,,,,,TRUE
风扇等级切换配置,Fan Speed Control Delta Configuration,否,,,,fan_speed_ctl_delta_cfg,风扇等级切换配置,Fan Speed Control Delta Configuration,,>=1.5,,,,,,0x9f,,0,0,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,v1.1,fan_speed_ctl_delta_cfg,struct,,,,,,,,,,TRUE
子命令,Sub-command,否,,,,fan_speed_ctl_delta_cfg,风扇等级切换配置,Fan Speed Control Delta Configuration,,>=1.5,,,,,,0x9f,,0,1,,,uint8,type,fan_speed_ctl_delta_cfg,,,,,,0,,,,,,,,,,,属性,读写,,,,v1.1,fan_speed_ctl_delta_cfg.cmd,enum,,,,,,,,,,TRUE
ΔT1,ΔT1,否,,,,fan_speed_ctl_delta_cfg,风扇等级切换配置,Fan Speed Control Delta Configuration,,>=1.5,,,,,,0x9f,,0,2,,,int16,impl,fan_speed_ctl_delta_cfg：0x00,,,,,,3,,1,15,"[100,1500]",2,0.01,℃,,,,属性,读写,,,,v1.1,fan_speed_ctl_delta_cfg.delta1,float,,,,,,,,,,TRUE
ΔT2,ΔT2,否,,,,fan_speed_ctl_delta_cfg,风扇等级切换配置,Fan Speed Control Delta Configuration,,>=1.5,,,,,,0x9f,,0,2,,,int16,impl,fan_speed_ctl_delta_cfg：0x01,,,,,,5,,1,15,"[100,1500]",2,0.01,℃,,,,属性,读写,,,,v1.1,fan_speed_ctl_delta_cfg.delta2,float,,,,,,,,,,TRUE
定时系统开关,Timer Switch System,是,,请勿将系统开与系统关配置为同一时间点执行,Do not configure the System On and System Off at the same time. ,general_settings.timer_switch_system,定时系统开关,Timer Switch System,,,,,,,,0x8c,,0,0,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,,timed_system_control,struct,,,,,,,,,,TRUE
子命令,Sub-command,否,,,,general_settings.timer_switch_system,定时系统开关,Timer Switch System,,,,,,,,0x8c,,0,1,,,uint8,type,auto_power,,,,,,0,,,,,,,,,,,属性,读写,,,,,timed_system_control.command,enum,,,,,,,,,,TRUE
定时开关使能,Timer Switch Enable,是,,,,general_settings.timer_switch_system,定时系统开关,Timer Switch System,,,,,,,,0x8c,,0,1,,,uint8,impl,auto_power：0x00,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.enable,bool,,,,,,,,,,TRUE
定时开,On Time Setting,是,,,,general_settings.timer_switch_system.on,定时开,On Time Setting,,,,,,,,0x8c,,0,5,,,array,separate,auto_power：0x01,,,struct,,,,,,,,,,,,,,属性,读写,,,,,timed_system_control.start_cycle_settings,array,,,4,,,,,,,TRUE
时间配置,Time Configuration,是,,,,general_settings.timer_switch_system.on,定时开,On Time Setting,,,,,,,,0x8c,,0,5,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,,timed_system_control.start_cycle_settings._item,struct,,,,,,,,,,TRUE
时间序号,Time ID,否,,,,general_settings.timer_switch_system.on,定时开,On Time Setting,,,,,,,,0x8c,,0,1,,,uint8,index,,,,,,,0,,0,3,,,,,,,,属性,读写,,,,,timed_system_control.start_cycle_settings._item.id,int,,,,,,,,,,TRUE
使能,Enable,是,,,,general_settings.timer_switch_system.on,定时开,On Time Setting,,,,,,,,0x8c,,1,2,,,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.start_cycle_settings._item.enable,bool,,,,,,,,,,TRUE
时间,Time,是,,,,general_settings.timer_switch_system.on,定时开,On Time Setting,,,,,,,,0x8c,,2,4,,,uint16,,,,,,,,0,,,,"[0,1439]",,,min,,,,属性,读写,,,,,timed_system_control.start_cycle_settings._item.execution_time_point,local_time,,,,,,,,,,TRUE
周日,Sun.,是,,,,general_settings.timer_switch_system.on,定时开,On Time Setting,,,,,,,,0x8c,,4,5,0,1,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.start_cycle_settings._item.execution_day_sun,bool,,,,,,,,,,TRUE
周一,Mon.,是,,,,general_settings.timer_switch_system.on,定时开,On Time Setting,,,,,,,,0x8c,,4,5,1,2,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.start_cycle_settings._item.execution_day_mon,bool,,,,,,,,,,TRUE
周二,Tues.,是,,,,general_settings.timer_switch_system.on,定时开,On Time Setting,,,,,,,,0x8c,,4,5,2,3,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.start_cycle_settings._item.execution_day_tues,bool,,,,,,,,,,TRUE
周三,Wed.,是,,,,general_settings.timer_switch_system.on,定时开,On Time Setting,,,,,,,,0x8c,,4,5,3,4,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.start_cycle_settings._item.execution_day_wed,bool,,,,,,,,,,TRUE
周四,Thur.,是,,,,general_settings.timer_switch_system.on,定时开,On Time Setting,,,,,,,,0x8c,,4,5,4,5,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.start_cycle_settings._item.execution_day_thu,bool,,,,,,,,,,TRUE
周五,Fri.,是,,,,general_settings.timer_switch_system.on,定时开,On Time Setting,,,,,,,,0x8c,,4,5,5,6,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.start_cycle_settings._item.execution_day_fri,bool,,,,,,,,,,TRUE
周六,Sat.,是,,,,general_settings.timer_switch_system.on,定时开,On Time Setting,,,,,,,,0x8c,,4,5,6,7,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.start_cycle_settings._item.execution_day_sat,bool,,,,,,,,,,TRUE
预留,Reserved,否,,,,general_settings.timer_switch_system.on,定时开,On Time Setting,,,,,,,,0x8c,,4,5,7,8,uint8,,,0,,,,,,,,,,,,,,,,属性,读写,,,,,timed_system_control.start_cycle_settings._item.reserved,bool,,,,,,,,,,TRUE
定时关,Off Time Setting,是,,,,general_settings.timer_switch_system.off,定时关,Off Time Setting,,,,,,,,0x8c,,0,5,,,array,separate,auto_power：0x02,,,struct,,,,,,,,,,,,,,属性,读写,,,,,timed_system_control.end_cycle_settings,array,,,4,,,,,,,TRUE
时间配置,Time Configuration,是,,,,general_settings.timer_switch_system.off,定时关,Off Time Setting,,,,,,,,0x8c,,0,5,,,struct,,,,,,,,,,,,,,,,,,,属性,读写,,,,,timed_system_control.end_cycle_settings._item,struct,,,,,,,,,,TRUE
时间序号,Time ID,否,,,,general_settings.timer_switch_system.off,定时关,Off Time Setting,,,,,,,,0x8c,,0,1,,,uint8,index,,,,,,,0,,0,3,,,,,,,,属性,读写,,,,,timed_system_control.end_cycle_settings._item.id,int,,,,,,,,,,TRUE
使能,Enable,是,,,,general_settings.timer_switch_system.off,定时关,Off Time Setting,,,,,,,,0x8c,,1,2,,,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.end_cycle_settings._item.enable,bool,,,,,,,,,,TRUE
时间,Time,是,,,,general_settings.timer_switch_system.off,定时关,Off Time Setting,,,,,,,,0x8c,,2,4,,,uint16,,,,,,,,0,,,,"[0,1439]",,,min,,,,属性,读写,,,,,timed_system_control.end_cycle_settings._item.execution_time_point,local_time,,,,,,,,,,TRUE
周日,Sun.,是,,,,general_settings.timer_switch_system.off,定时关,Off Time Setting,,,,,,,,0x8c,,4,5,0,1,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.end_cycle_settings._item.execution_day_sun,bool,,,,,,,,,,TRUE
周一,Mon.,是,,,,general_settings.timer_switch_system.off,定时关,Off Time Setting,,,,,,,,0x8c,,4,5,1,2,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.end_cycle_settings._item.execution_day_mon,bool,,,,,,,,,,TRUE
周二,Tues.,是,,,,general_settings.timer_switch_system.off,定时关,Off Time Setting,,,,,,,,0x8c,,4,5,2,3,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.end_cycle_settings._item.execution_day_tues,bool,,,,,,,,,,TRUE
周三,Wed.,是,,,,general_settings.timer_switch_system.off,定时关,Off Time Setting,,,,,,,,0x8c,,4,5,3,4,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.end_cycle_settings._item.execution_day_wed,bool,,,,,,,,,,TRUE
周四,Thur.,是,,,,general_settings.timer_switch_system.off,定时关,Off Time Setting,,,,,,,,0x8c,,4,5,4,5,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.end_cycle_settings._item.execution_day_thu,bool,,,,,,,,,,TRUE
周五,Fri.,是,,,,general_settings.timer_switch_system.off,定时关,Off Time Setting,,,,,,,,0x8c,,4,5,5,6,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.end_cycle_settings._item.execution_day_fri,bool,,,,,,,,,,TRUE
周六,Sat.,是,,,,general_settings.timer_switch_system.off,定时关,Off Time Setting,,,,,,,,0x8c,,4,5,6,7,uint8,,,,,,"0：禁用
1：启用","0：disable
1：enable",0,,,,"[0,1]",,,,,,,属性,读写,,,,,timed_system_control.end_cycle_settings._item.execution_day_sat,bool,,,,,,,,,,TRUE
